FORMATTED DATE-TIME,DT,MG,TR,WS,CW,HW,TP,WC,RH,HI,DP,WB,BP,AL,DA
YYYY-MM-DD HH:MM:SS,s,Mag,True,m/s,m/s,m/s,°C,°C,%,°C,°C,°C,mb,m,m
2014-10-01 14:37:50,465489470,***,***,0.0,0.0,0.0,32.7,32.7,19.3,30.6,6.3,17.0,983.50,248,957
2014-10-01 14:38:00,465489480,***,***,0.0,0.0,0.0,32.7,32.7,19.1,30.6,6.2,17.0,983.60,248,958
2014-10-01 14:38:10,465489490,***,***,0.0,0.0,0.0,32.6,32.6,19.2,30.5,6.1,16.9,983.60,248,955
2014-10-01 14:38:20,465489500,***,***,0.0,0.0,0.0,32.6,32.6,19.1,30.4,6.1,16.9,983.50,248,955
2014-10-01 14:38:30,465489510,***,***,0.0,0.0,0.0,32.6,32.6,19.2,30.5,6.1,16.9,983.70,247,952
2014-10-01 14:38:40,465489520,***,***,0.0,0.0,0.0,32.6,32.6,19.2,30.5,6.2,16.9,983.70,247,955
2014-10-01 14:38:50,465489530,***,***,0.0,0.0,0.0,32.7,32.7,19.2,30.6,6.2,17.0,983.20,250,960
2014-10-01 14:39:00,465489540,***,***,0.0,0.0,0.0,32.6,32.6,19.1,30.4,6.1,16.9,983.60,248,955
2014-10-01 14:39:10,465489550,***,***,0.0,0.0,0.0,32.6,32.6,18.8,30.4,5.9,16.8,983.50,249,956
2014-10-01 14:39:20,465489560,***,***,0.0,0.0,0.0,32.6,32.6,18.9,30.4,5.9,16.8,983.50,249,956
2014-10-01 14:39:30,465489570,***,***,0.0,0.0,0.0,32.7,32.7,19.0,30.6,6.1,16.9,983.40,249,958
2014-10-01 14:39:40,465489580,***,***,0.0,0.0,0.0,32.6,32.6,19.1,30.4,6.1,16.9,983.70,247,954
2014-10-01 14:39:50,465489590,***,***,0.0,0.0,0.0,32.7,32.7,20.0,30.8,6.8,17.2,983.40,249,960
2014-10-01 14:40:00,465489600,***,***,0.0,0.0,0.0,32.6,32.6,19.2,30.5,6.2,16.9,983.50,249,956
2014-10-01 14:40:10,465489610,***,***,0.0,0.0,0.0,32.7,32.7,18.9,30.5,6.0,16.9,983.60,247,956
2014-10-01 14:40:20,465489620,***,***,0.0,0.0,0.0,31.2,31.2,21.7,29.2,6.8,16.7,983.30,250,915
2014-10-01 14:40:30,465489630,***,***,0.0,0.0,0.0,31.3,31.3,22.1,29.3,7.1,16.8,983.80,246,911
2014-10-01 14:40:40,465489640,***,***,0.0,0.0,0.0,31.1,31.1,22.6,29.2,7.2,16.8,983.10,251,911
2014-10-01 14:40:50,465489650,***,***,0.0,0.0,0.0,31.0,31.0,22.8,29.0,7.3,16.8,983.70,246,902
2014-10-01 14:41:00,465489660,***,***,0.0,0.0,0.0,31.0,31.0,23.1,29.0,7.5,16.9,983.40,249,905
2014-10-01 14:41:10,465489670,***,***,0.0,0.0,0.0,30.7,30.7,23.5,28.8,7.5,16.8,983.70,246,892
2014-10-01 14:41:20,465489680,***,***,0.0,0.0,0.0,30.8,30.8,23.3,28.8,7.4,16.8,983.50,249,898
2014-10-01 14:41:30,465489690,***,***,0.0,0.0,0.0,30.7,30.7,23.5,28.8,7.5,16.8,983.20,250,898
2014-10-01 14:41:40,465489700,***,***,0.0,0.0,0.0,30.7,30.7,23.4,28.8,7.4,16.7,983.50,249,894
2014-10-01 14:41:50,465489710,***,***,0.0,0.0,0.0,30.6,30.6,23.5,28.7,7.4,16.7,983.40,249,895
2014-10-01 14:42:00,465489720,***,***,0.0,0.0,0.0,30.4,30.4,23.7,28.5,7.4,16.6,983.20,250,888
2014-10-01 14:42:10,465489730,***,***,0.0,0.0,0.0,30.4,30.4,24.0,28.5,7.6,16.7,983.40,249,888
2014-10-01 14:42:20,465489740,***,***,0.0,0.0,0.0,30.2,30.2,24.3,28.3,7.7,16.7,983.50,248,879
2014-10-01 14:42:30,465489750,***,***,0.0,0.0,0.0,30.3,30.3,24.7,28.5,7.9,16.8,983.30,250,885
2014-10-01 14:42:40,465489760,***,***,0.0,0.0,0.0,30.2,30.2,24.5,28.3,7.8,16.7,983.20,250,885
2014-10-01 14:42:50,465489770,***,***,0.0,0.0,0.0,30.1,30.1,24.8,28.2,7.8,16.7,983.30,250,878
2014-10-01 14:43:00,465489780,***,***,0.0,0.0,0.0,30.0,30.0,24.9,28.1,7.8,16.7,983.30,250,877
2014-10-01 14:43:10,465489790,***,***,0.0,0.0,0.0,30.0,30.0,24.9,28.1,7.8,16.7,983.60,247,873
2014-10-01 14:43:20,465489800,***,***,0.0,0.0,0.0,29.9,29.9,24.7,28.0,7.6,16.5,983.60,247,867
2014-10-01 14:43:30,465489810,***,***,0.0,0.0,0.0,29.9,29.9,24.6,28.0,7.5,16.5,983.60,248,868
2014-10-01 14:43:40,465489820,***,***,0.0,0.0,0.0,30.0,30.0,24.4,28.1,7.4,16.5,983.20,250,873
2014-10-01 14:43:50,465489830,***,***,0.0,0.0,0.0,29.9,29.9,24.5,28.0,7.4,16.4,983.20,250,869
2014-10-01 14:44:00,465489840,***,***,0.0,0.0,0.0,29.8,29.8,24.9,27.9,7.6,16.5,983.50,248,864
2014-10-01 14:44:10,465489850,***,***,0.0,0.0,0.0,29.8,29.8,24.9,27.9,7.6,16.5,983.30,250,867
2014-10-01 14:44:20,465489860,***,***,0.0,0.0,0.0,29.7,29.7,24.9,27.8,7.6,16.4,983.50,249,864
2014-10-01 14:44:30,465489870,***,***,0.0,0.0,0.0,29.7,29.7,24.9,27.8,7.6,16.4,983.40,249,863
2014-10-01 14:44:40,465489880,***,***,0.0,0.0,0.0,29.7,29.7,25.1,27.8,7.6,16.4,983.30,250,863
